PharmGKB Accession Id	Name	Alternate Names	Cross-references	External Vocabulary
PA446574	Cystic hygroma	"""Cystic Hygroma"", ""Cystic Hygromas"", ""Cystic Lymphangioma"", ""Cystic Lymphangiomas"", ""Cystic hygroma"", ""Cystic lymphangioma"", ""Hygroma"", ""Hygroma, Cystic"", ""Hygroma, NOS"", ""Hygromas"", ""Hygromas, Cystic"", ""Lymphangiomas, Cystic"""		"""MeSH:D018191(Lymphangioma, Cystic)"", ""SnoMedCT:399882002(Cystic hygroma)"", ""MedDRA:10011769(Cystic hygroma)"", ""MedDRA:10058949(Cystic lymphangioma)"", ""MONDO:MONDO:0009761(cystic hygroma)"", ""HP:HP:0000476(Cystic hygroma)"""
PA166048859	Cystinosis			NDFRT:N0000000892(Cystinosis), MONDO:MONDO:0016239(cystinosis)
PA443833	Cystitis	"""Cystitides"", ""Cystitis, NOS"""		MeSH:D003556(Cystitis), SnoMedCT:197857009(Cystitis NOS), SnoMedCT:38822007(Cystitis), UMLS:C0010692(C0010692), MedDRA:10063059(Bladder inflammation), NDFRT:N0000000894(Cystitis [Disease/Finding]), MONDO:MONDO:0006032(cystitis)
PA166197201	Cytokine storm	Cytokine Release Syndrome		MedDRA:10050685(Cytokine storm), HP:HP:0033041(Cytokine storm)
PA443836	Cytomegalovirus Infection	"""Cytomegalic Inclusion Disease"", ""Cytomegalic Inclusion Diseases"", ""Cytomegalic inclusion disease"", ""Cytomegalovirus Infection"", ""Cytomegalovirus infection"", ""Disease due to Cytomegalovirus"", ""Disease, Cytomegalic Inclusion"", ""Diseases, Cytomegalic Inclusion"", ""Inclusion Disease"", ""Inclusion Disease, Cytomegalic"", ""Inclusion Diseases"", ""Inclusion Diseases, Cytomegalic"", ""Infection, Cytomegalovirus"", ""Infections, Cytomegalovirus"", ""Salivary Gland Virus Disease"", ""Salivary gland virus disease"""		MeSH:D003586(Cytomegalovirus Infections), SnoMedCT:28944009(Cytomegalovirus infection), UMLS:C0010823(C0010823), MedDRA:10009703(CMV infection), NDFRT:N0000000897(Cytomegalovirus Infections [Disease/Finding]), MONDO:MONDO:0005132(cytomegalovirus infection)
PA446540	Cytomegalovirus Retinitis	"""Cytomegaloviral Retinitis"", ""Retinitis, Cytomegaloviral"", ""Retinitis, Cytomegalovirus"""		MONDO:MONDO:0000878(cytomegalovirus retinitis)
PA443840	Deafness	"""Acquired Deafness"", ""Acquired Deafnesses"", ""Bilateral Deafness"", ""Bilateral Deafnesses"", ""Complete Hearing Loss"", ""Complete Hearing Losses"", ""Deaf Mutism"", ""Deaf-Mutism"", ""Deafness, Acquired"", ""Deafness, Bilateral"", ""Deafness, Unilateral"", ""Deafnesses, Acquired"", ""Deafnesses, Bilateral"", ""Deafnesses, Unilateral"", ""Extreme Hearing Loss"", ""Extreme Hearing Losses"", ""Hearing Loss, Complete"", ""Hearing Loss, Extreme"", ""Hearing Losses, Complete"", ""Hearing Losses, Extreme"", ""Impairment, Hearing"", ""Impairments, Hearing"", ""Loss, Complete Hearing"", ""Losses, Complete Hearing"", ""Unilateral Deafness"", ""Unilateral Deafnesses"""		MeSH:D003638(Deafness), SnoMedCT:162344009(Bilateral deafness), SnoMedCT:8531006(Complete deafness), UMLS:C0581883(C0581883), MedDRA:10052556(Deafness bilateral), NDFRT:N0000000901(Deafness [Disease/Finding]), MONDO:MONDO:0005365(hearing loss disorder), HP:HP:0000365(Hearing impairment)
PA443842	Death	"""Cardiac Death"", ""Death, Cardiac"", ""Determination of Death"", ""Near-Death Experience"", ""treatment related mortality"""		MeSH:D003643(Death), SnoMedCT:419620001(Death), UMLS:C0011065(C0011065), MedDRA:10011906(Death), NDFRT:N0000000903(Death [Disease/Finding])
PA443846	Decompression Sickness	"""Bends"", ""Caisson Disease"", ""Caisson Diseases"", ""Compressed air disease NOS"", ""Compressed-air disease"", ""Decompression sickness"", ""Disease, Caisson"", ""Diseases, Caisson"", ""Divers' palsy"", ""Sickness, Decompression"""		MONDO:MONDO:0020797(decompression sickness)
PA166131631	Decreased glomerular filtration rate	Glomerular filtration rate (observable entity)		MeSH:D005919(Glomerular Filtration Rate), SnoMedCT:80274001(Glomerular filtration rate), HP:HP:0012213(Decreased glomerular filtration rate)
PA166123756	Decreased glomerular filtration rate	Creatinine renal clearance, Decreased GFR, Impaired renal creatinine clearance, Reduced creatinine clearance		SnoMedCT:102811001(Creatinine renal clearance), MedDRA:10011362(Creatinine clearance), HP:HP:0012213(Decreased glomerular filtration rate)
PA443848	Deficiency Diseases	"""Deficiency Disease"", ""Disease, Deficiency"", ""Diseases, Deficiency"""		MeSH:D003677(Deficiency Diseases), UMLS:C0011156(Deficiency Diseases [Disease/Finding]), NDFRT:N0000000909(Deficiency Diseases [Disease/Finding]), MONDO:MONDO:0006873(nutritional deficiency disease)
PA166248781	deficiency of the interleukin-1 receptor antagonist	DIRA		MedDRA:10072224(Deficiency of the interleukin-1 receptor antagonist), MedDRA:10079457(DIRA), MONDO:MONDO:0013021(sterile multifocal osteomyelitis with periostitis and pustulosis)
PA161411144	Degeneration of lumbar intervertebral disc	Lumbar-Disc Degeneration		SnoMedCT:26538006(Degeneration of lumbar intervertebral disc), UMLS:C0263874(C0263874), MedDRA:10024991(Lumbar disc degeneration), MONDO:MONDO:0044339(lumbar disk degenerative disorder)
PA443850	Dehydration	Dehydrations		MeSH:D003681(Dehydration), SnoMedCT:34095006(Dehydration), UMLS:C0011175(C0011175), MedDRA:10012174(Dehydration), NDFRT:N0000000911(Dehydration [Disease/Finding]), HP:HP:0001944(Dehydration)
PA166123755	delayed graft function	Graft Function, Delayed		MeSH:D051799(Delayed Graft Function)
PA166328241	deliberate self-harm			MedDRA:10012213(Deliberate self-harm), HP:HP:0000742(Self-mutilation)
PA443851	Delirium	"""Acute brain syndrome"", ""Acute brain syndrome, NOS"", ""Acute organic reaction"", ""Acute psycho-organic syndrome"", ""Delirious"", ""Delirium of Mixed Origin"", ""Delirium, NOS"", ""Delirium, Subacute"", ""Deliriums, Subacute"", ""Mixed Origin Delirium"", ""Mixed Origin Deliriums"", ""OBS - Organic brain syndrome"", ""Organic brain syndrome"", ""Organic brain syndrome, NOS"", ""Subacute Delirium"", ""Subacute Deliriums"""		MeSH:D003693(Delirium), SnoMedCT:2776000(Delirium), SnoMedCT:419567006(Delirious), UMLS:C0011206(C0011206), MedDRA:10000685(Acute brain syndrome), NDFRT:N0000000912(Delirium [Disease/Finding]), MONDO:MONDO:0045057(delirium), HP:HP:0031258(Delirium)
PA443853	Dementia	"""Amentia"", ""Amentias"", ""Degeneration, Frontotemporal Lobar"", ""Degenerations, Frontotemporal Lobar"", ""Dementia, Familial"", ""Dementia, Semantic"", ""Dementias"", ""Dementias, Familial"", ""Dementias, Semantic"", ""Dementias, Senile Paranoid"", ""Familial Dementia"", ""Familial Dementias"", ""Frontotemporal Lobar Degeneration"", ""Frontotemporal Lobar Degenerations"", ""Lobar Degeneration, Frontotemporal"", ""Lobar Degenerations, Frontotemporal"", ""Paranoid Dementia, Senile"", ""Paranoid Dementias, Senile"", ""Semantic Dementia"", ""Semantic Dementias"", ""Senile Paranoid Dementia"", ""Senile Paranoid Dementias"""		MeSH:D003704(Dementia), SnoMedCT:52448006(Dementia), UMLS:C0497327(C0497327), MedDRA:10001933(Amentia), NDFRT:N0000000914(Dementia [Disease/Finding]), MONDO:MONDO:0001627(dementia), HP:HP:0000726(Dementia)
PA446098	Dementia, Vascular	"""Acute Onset Vascular Dementia"", ""Arteriosclerotic Dementia"", ""Arteriosclerotic Dementias"", ""Arteriosclerotic Encephalopathies, Subcortical"", ""Arteriosclerotic Encephalopathy, Subcortical"", ""Binswanger Disease"", ""Binswanger Encephalopathy"", ""Binswanger's Encephalopathy"", ""Chronic Progressive Subcortical Encephalopathy"", ""Dementia, Arteriosclerotic"", ""Dementia, Subcortical Vascular"", ""Dementias, Arteriosclerotic"", ""Dementias, Subcortical Vascular"", ""Dementias, Vascular"", ""Disease, Binswanger"", ""Encephalopathies, Subcortical Arteriosclerotic"", ""Encephalopathy, Binswanger"", ""Encephalopathy, Binswanger's"", ""Encephalopathy, Binswangers"", ""Encephalopathy, Chronic Progressive Subcortical"", ""Encephalopathy, Subcortical Arteriosclerotic"", ""Encephalopathy, Subcortical, Chronic Progressive"", ""Leukoencephalopathies, Subcortical"", ""Leukoencephalopathy, Subcortical"", ""Subcortical Arteriosclerotic Encephalopathies"", ""Subcortical Arteriosclerotic Encephalopathy"", ""Subcortical Encephalopthy, Chronic Progressive"", ""Subcortical Leukoencephalopathies"", ""Subcortical Leukoencephalopathy"", ""Subcortical Vascular Dementia"", ""Subcortical Vascular Dementias"", ""Vascular Dementia"", ""Vascular Dementia, Acute Onset"", ""Vascular Dementia, Subcortical"", ""Vascular Dementias"", ""Vascular Dementias, Subcortical"", ""Vascular dementia"""		"""MeSH:D015140(Dementia, Vascular)"", ""SnoMedCT:429998004(Vascular dementia)"", ""UMLS:C0011269(C0011269)"", ""MedDRA:10012299(Dementia vascular)"", ""NDFRT:N0000003188(Dementia, Vascular [Disease/Finding])"", ""MONDO:MONDO:0004648(vascular dementia)"""
PA443854	Demyelinating Diseases	Demyelinating Disease, Demyelinating Disorder, Demyelinating Disorders, Demyelination, Demyelinations		MeSH:D003711(Demyelinating Diseases), UMLS:C0011303(Demyelinating Diseases [Disease/Finding]), NDFRT:N0000000915(Demyelinating Diseases [Disease/Finding]), MONDO:MONDO:0002562(demyelinating disease)
